2015-04-10,2LM,GH012,FGH23,71311,WX             ,WXYZ,LA06/2015006   ,EXC CommodoauTei-15      ,USD,Chief of Party           ,890
2015-05-11,7WX,AB234,WX01,70050,XYZ            ,WXYZ,C. DUISLO DUI15,COMM-CO-CON15 CON        ,JOD,Finance Officers         ,34.56
2015-05-11,7WX,AB234,WX01,70050,XYZ            ,WXYZ,C. DUISLO DUI15,ELI-EL-SED15 SED         ,JOD,Finance Officers         ,90.12
2015-05-11,7WX,AB234,RS34,70050,XYZ            ,WXYZ,C. DUISLO DUI15,EADUI-E-EAD15 COM        ,JOD,Senior Finance Officer   ,789.01
2015-05-11,7WX,AB234,DE34,70050,XYZ            ,WXYZ,C. DUISLO DUI15,LABO-LA-L-ETA15 ETA      ,JOD,Monitoring & Evaluation M,567.89
2015-05-11,7WX,AB234,GH89,70050,QRS            ,ZABC,C. DUISLO DUI15,QUISU-Q-QUI15 NOS        ,JOD,Monitoring & Evaluation O,123.45
2015-05-11,7WX,AB234,HI34,70050,XYZ            ,WXYZ,C. DUISLO DUI15,CONSEC-A-CON15 CON       ,JOD,Senior Support Policy Off,789.01
2015-05-11,7WX,AB234,HI12,70020,XYZ            ,WXYZ,NISI NIS NIS15 ,QUI QUI QUI15            ,USD,Deputy Director of Progra,567
2015-05-11,7WX,AB234,QR67,70020,QRS            ,WXYZ,NISI NIS NIS15 ,AME AME CON15            ,USD,Field Coordinator Mafraq ,2345
2015-05-11,7WX,AB234,AB89,70050,QRS            ,ZABC,C. DUISLO DUI15,DUIS-DU-D-AUT15 AUT      ,JOD,"Social worker, WPE  Urban",345.6
2015-05-11,7WX,AB234,AB89,70050,QRS            ,ZABC,C. DUISLO DUI15,EXCO-E.E-EAD15 EAD       ,JOD,"Social worker, WPE  Urban",345.6
2015-05-11,7WX,AB234,AB89,70050,QRS            ,ZABC,C. DUISLO DUI15,SEDTEM-EL-SED15 SED      ,JOD,"Social worker, WPE  Urban",345.6
2015-05-11,7WX,AB234,AB89,70050,QRS            ,ZABC,C. DUISLO DUI15,LORE-LO-LOR15 IPS        ,JOD,"Social worker, WPE  Urban",345.6
2015-05-11,7WX,AB234,AB89,70050,QRS            ,ZABC,C. DUISLO DUI15,AME'A-A-AME15 CON        ,JOD,"Social worker, WPE  Urban",345.6
2015-05-11,7WX,AB234,TU34,70050,QRS            ,ZABC,C. DUISLO DUI15,CONSE-C-ADI15 ADI        ,JOD,"Psychologist, WPE Urban  ",345.6
2015-05-11,7WX,AB234,TU34,70050,QRS            ,ZABC,C. DUISLO DUI15,ELITE-E-SED15 SED        ,JOD,"Psychologist, WPE Urban  ",567.89
2015-05-11,7WX,AB234,BC90,70050,QRS            ,ZABC,C. DUISLO DUI15,UTDOL-U-UTD15 LAB        ,JOD,"Senior response officer, ",5678.90
2015-05-11,7WX,AB234,BC90,70050,QRS            ,ZABC,C. DUISLO DUI15,TEMPOR-T-TEM15 INC       ,JOD,"Senior response officer, ",123.45
2015-05-11,7WX,AB234,MN01,70050,XYZ            ,WXYZ,C. DUISLO DUI15,COMM-C-CON15 CON         ,JOD,Sr. Supply Chain Officer ,123.45
2015-05-11,7WX,AB234,AB67,70050,QRS            ,ZABC,C. DUISLO DUI15,CONSE-C-DUI15 DUI        ,JOD,"Community worker, WPE Urb",8901.23
2015-05-11,7WX,AB234,AB67,70050,QRS            ,ZABC,C. DUISLO DUI15,CONS-C-ADI15 ADI         ,JOD,"Community worker, WPE Urb",345.6
2015-05-11,7WX,AB234,AB67,70050,QRS            ,ZABC,C. DUISLO DUI15,QUIS'Q-Q.-NOS15 EXE      ,JOD,"Community worker, WPE Urb",8901.23
2015-05-11,7WX,AB234,AB67,70050,QRS            ,ZABC,C. DUISLO DUI15,AUTEIP-A-IRU15 IRU       ,JOD,"Community worker, WPE Urb",123.45
2015-05-11,7WX,AB234,AB67,70050,QRS            ,ZABC,C. DUISLO DUI15,EADUI-E-EAD15 EAD        ,JOD,"Community worker, WPE Urb",123.4
2015-05-11,7WX,AB234,AB67,70050,QRS            ,ZABC,C. DUISLO DUI15,DOL'D-D-MAG15 ALI        ,JOD,"Community worker, WPE Urb",901.23
2015-05-11,7WX,AB234,AB67,70050,QRS            ,ZABC,C. DUISLO DUI15,CONSE-CON-DUI15 DUI      ,JOD,"Community worker, WPE Urb",8901.23
2015-05-11,7WX,AB234,AB67,70050,QRS            ,ZABC,C. DUISLO DUI15,SEDTE-S-DOI15 DOI        ,JOD,"Community worker, WPE Urb",8901.23
2015-05-11,7WX,AB234,AB67,70050,QRS            ,ZABC,C. DUISLO DUI15,LABORI-L-LAB15 NIS       ,JOD,"Community worker, WPE Urb",8901.23
2015-05-11,7WX,AB234,AB67,70050,QRS            ,ZABC,C. DUISLO DUI15,UTDO-U-LAB15 LAB         ,JOD,"Community worker, WPE Urb",345.6
2015-05-11,7WX,AB234,AB67,70050,QRS            ,ZABC,C. DUISLO DUI15,DOLO'-D-MAG15 MAG        ,JOD,"Community worker, WPE Urb",5678.90
2015-05-11,7WX,AB234,AB67,70050,QRS            ,ZABC,C. DUISLO DUI15,ELITEI-AD-ELI15 ELI      ,JOD,"Community worker, WPE Urb",8901.23
2015-05-11,7WX,AB234,BC34,70010,XYZ            ,UVWX,NISI NIS NIS15 ,LOR LOR IPS15            ,USD,Health Coordinator       ,345.67
2015-05-11,7WX,AB234,BC34,70020,QRS            ,UVWX,NISI NIS NIS15 ,ALI ALI ALI15            ,USD,Health Coordinator       ,9012
2015-05-11,7WX,AB234,BC34,71550,XYZ            ,UVWX,NISI NIS NIS15 ,NOS NOS EXE15            ,USD,Health Coordinator       ,234.5
2015-05-11,7WX,AB234,GH45,70010,QRS            ,ZABC,NISI NIS NIS15 ,QUI QUI QUI15            ,USD,Gender Socio-Economic Man,234.5
2015-05-11,7WX,AB234,OP23,70050,QRS            ,ZABC,C. DUISLO DUI15,EADUI-E-EAD15 COM        ,JOD,"Senior outreach officer, ",234.56
2015-05-11,7WX,AB234,PQ12,70050,QRS            ,NOPQ,C. DUISLO DUI15,MAGNA-MA-MAG15 ALI       ,JOD,Deputy gender socio-econo,12.34
2015-05-11,7WX,AB234,PQ12,70050,QRS            ,NOPQ,C. DUISLO DUI15,AMETEL-D-AME15 AME       ,JOD,Deputy gender socio-econo,6789.01
2015-05-11,7WX,AB234,XY56,70050,QRS            ,NOPQ,C. DUISLO DUI15,DOINCI-SE-DOI15 DOI      ,JOD,"Project officers, Cash As",890.12
2015-05-11,7WX,AB234,XY56,70050,QRS            ,NOPQ,C. DUISLO DUI15,DOLO-I-DOL15 AME         ,JOD,"Project officers, Cash As",890.12
2015-05-11,7WX,AB234,XY56,70050,QRS            ,NOPQ,C. DUISLO DUI15,EXCO-E-EXC15 EAD         ,JOD,"Project officers, Cash As",890.12
2015-05-11,7WX,AB234,XY56,70050,QRS            ,NOPQ,C. DUISLO DUI15,COMM-CO-COM15 CON        ,JOD,"Project officers, Cash As",3456.78
2015-05-11,7WX,AB234,XY56,70050,QRS            ,NOPQ,C. DUISLO DUI15,UTDOL-UTD-LAB15 LAB      ,JOD,"Project officers, Cash As",890.12
2015-05-11,7WX,AB234,LM56,70050,QRS            ,ZABC,C. DUISLO DUI15,AUTEIP-D-AUT15 AUT       ,JOD,"Trainer/DGS Facilitator, ",123.45
2015-05-11,7WX,AB234,LM56,70050,QRS            ,ZABC,C. DUISLO DUI15,INCIDI-I-UTD15 UTD       ,JOD,"Trainer/DGS Facilitator, ",12.3
2015-05-11,7WX,AB234,LM56,70050,QRS            ,ZABC,C. DUISLO DUI15,AMETELI-D-AME15 AME      ,JOD,"Trainer/DGS Facilitator, ",4567.89
2015-05-11,7WX,AB234,ST23,70050,QRS            ,NOPQ,C. DUISLO DUI15,EIUS-D-EIU15 TEM         ,JOD,"ICT4P technology officer,",567.89
2015-05-11,7WX,AB234,ZA34,70050,QRS            ,UVWX,C. DUISLO DUI15,DOL?D-D-MAG15 MAG        ,JOD,Doctor                   ,123.45
2015-05-11,7WX,AB234,ZA34,70050,QRS            ,UVWX,C. DUISLO DUI15,ETAL-ET-DOL15 DOL        ,JOD,Doctor                   ,123.45
2015-05-11,7WX,AB234,ZA34,70050,QRS            ,UVWX,C. DUISLO DUI15,TEMPO-E-TEM15 INC        ,JOD,Doctor                   ,456.78
2015-05-11,7WX,AB234,ZA34,70050,QRS            ,UVWX,C. DUISLO DUI15,NIS-N-ALI15 EXC          ,JOD,Doctor                   ,12.34
2015-05-11,7WX,AB234,HI56,70050,QRS            ,UVWX,C. DUISLO DUI15,DUISLOR-D-DUI15 AUT      ,JOD,Midwife                  ,890.12
2015-05-11,7WX,AB234,HI56,70050,QRS            ,UVWX,C. DUISLO DUI15,ADIPISC-C-ADI15 ADI      ,JOD,Midwife                  ,12.34
2015-05-11,7WX,AB234,ZA12,70050,QRS            ,UVWX,C. DUISLO DUI15,CONSECT-A-CON15 CON      ,JOD,Nurse                    ,123.45
2015-05-11,7WX,AB234,ZA12,70050,QRS            ,UVWX,C. DUISLO DUI15,EXE'E-U-ULL15 LAB        ,JOD,Nurse                    ,123.45
2015-05-11,7WX,AB234,ZA12,70050,QRS            ,UVWX,C. DUISLO DUI15,ULLAM-U-LAB15 LAB        ,JOD,Nurse                    ,123.45
2015-05-11,7WX,AB234,ZA12,70050,QRS            ,UVWX,C. DUISLO DUI15,DUISLO-D-AUT15 AUT       ,JOD,Nurse                    ,123.45
2015-05-11,7WX,AB234,NO90,70050,QRS            ,UVWX,C. DUISLO DUI15,ALIQUA-A-QUI15 QUI       ,JOD,Receptionist             ,123.45
2015-05-11,7WX,AB234,NO90,70050,QRS            ,UVWX,C. DUISLO DUI15,EXCON-E-EXC15 EAD        ,JOD,Receptionist             ,123.45
2015-05-11,7WX,AB234,NO90,70050,QRS            ,UVWX,C. DUISLO DUI15,DOLOR-D-AME15 AME        ,JOD,Receptionist             ,345.67
2015-05-11,7WX,AB234,NO90,70050,QRS            ,UVWX,C. DUISLO DUI15,IRURE-I-LOR15 LOR        ,JOD,Receptionist             ,345.67
2015-05-11,7WX,AB234,BC78,70050,QRS            ,UVWX,C. DUISLO DUI15,DOINCID-D-DOI15 EIU      ,JOD,Cleaner                  ,456.78
2015-05-11,7WX,AB234,BC78,70050,QRS            ,UVWX,C. DUISLO DUI15,ALIQ'A-AL-QUI15 QUI      ,JOD,Cleaner                  ,890.12
2015-05-11,7WX,AB234,LM56,70050,QRS            ,WXYZ,C. DUISLO DUI15,DOLORA-D-AME15 AME       ,JOD,Supply Chain Officer     ,890.12
2015-05-11,7WX,AB234,JK12,70050,QRS            ,WXYZ,C. DUISLO DUI15,DOINC-DO-DOI15 EIU       ,JOD,Supply Chain Assistant   ,123.45
2015-05-11,7WX,AB234,JK12,70050,QRS            ,WXYZ,C. DUISLO DUI15,CONS-CO-DUI15 DUI        ,JOD,Supply Chain Assistant   ,345.67
2015-05-11,7WX,AB234,UV45,70050,QRS            ,WXYZ,C. DUISLO DUI15,EXCON-A-EXC15 EXC        ,JOD,Senior Finance Officers  ,234.56
2015-05-11,7WX,AB234,UV45,70050,QRS            ,WXYZ,C. DUISLO DUI15,EXCO-E-EAD15 EAD         ,JOD,Senior Finance Officers  ,12.34
2015-05-11,7WX,AB234,RS78,70050,QRS            ,WXYZ,C. DUISLO DUI15,NISIE-L-NIS15 NIS        ,JOD,Human Resource Assistant ,789.01
2015-05-11,7WX,AB234,UV89,70050,QRS            ,WXYZ,C. DUISLO DUI15,IPSUMC-IP-IPS15 DOL      ,JOD,Cleaner                  ,23.4
2015-05-11,7WX,AB234,UV89,70050,QRS            ,WXYZ,C. DUISLO DUI15,ETALIQU-E-ETA15 DOL      ,JOD,Cleaner                  ,23.4
2015-05-11,7WX,AB234,OP23,70050,QRS            ,WXYZ,C. DUISLO DUI15,TEMPO-TE-TEM15 INC       ,JOD,Drivers                  ,12.34
2015-05-11,7WX,AB234,OP23,70050,QRS            ,WXYZ,C. DUISLO DUI15,ELITEI-A-ELI15 ELI       ,JOD,Drivers                  ,234.56
2015-05-11,7WX,AB234,MN67,70050,XYZ            ,WXYZ,C. DUISLO DUI15,DO'DO-E-EIU15 TEM        ,JOD,Senior Risk Reduction Off,123.45
2015-05-11,7WX,AB234,IJ23,70050,XYZ            ,WXYZ,C. DUISLO DUI15,TEMPO-T-INC15 INC        ,JOD,IT Officer               ,12.34
2015-05-11,7WX,AB234,BC34,70050,XYZ            ,WXYZ,C. DUISLO DUI15,EIU'E-E-EIU15 TEM        ,JOD,Drivers ( 4 Drivers )    ,23.4
2015-05-11,7WX,AB234,BC34,70050,XYZ            ,WXYZ,C. DUISLO DUI15,DOLOR-D-AME15 AME        ,JOD,Drivers ( 4 Drivers )    ,23.4
2015-05-11,7WX,AB234,BC34,70050,XYZ            ,WXYZ,C. DUISLO DUI15,EXERCITA-N-EXE15 EXE     ,JOD,Drivers ( 4 Drivers )    ,34
2015-05-11,7WX,AB234,BC34,70050,XYZ            ,WXYZ,C. DUISLO DUI15,CONSEQ-C-CON15 DUI       ,JOD,Drivers ( 4 Drivers )    ,90.12
2015-05-11,7WX,AB234,TU12,70050,XYZ            ,WXYZ,C. DUISLO DUI15,ELITE-E-SED15 SED        ,JOD,Receptionist / Admin Offi,234.56
2015-05-11,7WX,AB234,MN01,70050,XYZ            ,WXYZ,C. DUISLO DUI15,IPSUM-I-IPS15 DOL        ,JOD,Senior Operations Officer,12.3
2015-05-11,7WX,AB234,JK90,70050,XYZ            ,WXYZ,C. DUISLO DUI15,LABO-L-LAB15 NIS         ,JOD,Supply Chain Officer - Tr,901.2
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,EIU TEM TEM15/INCID-T    ,JOD,Country office Support-Lo,2.34
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,TEM INC INC15/UTDOL-I    ,JOD,Country office Support-Lo,4.56
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,SED SED SED15/DOIN-Do-D  ,JOD,Country office Support-Lo,90.12
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,EAD EAD COM15/CONSE-C    ,JOD,Country office Support-Lo,1.23
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,DUI DUI DUI15/AUTE-AU    ,JOD,Country office Support-Lo,4.56
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,ULL ULL LAB15/LABOR-L    ,JOD,Country office Support-Lo,9.01
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,ALI ALI ALI15/EXCONS-E   ,JOD,Country office Support-Lo,34.56
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,LAB LAB ETA15/DOLOR-E    ,JOD,Country office Support-Lo,90.12
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,ALI ALI ALI15/Excon-E    ,JOD,Country office Support-Lo,7.89
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,TEM INC INC15/IN'UT-U    ,JOD,Country office Support-Lo,0.12
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,TEM INC INC15/UTDOLOR-I  ,JOD,Country office Support-Lo,0.12
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,ADI ADI ADI15/ELITE-E    ,JOD,Country office Support-Lo,3.45
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,DOI DOI DOI15/EIU-EI     ,JOD,Country office Support-Lo,9.01
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,IRU IRU LOR15/Lore-L     ,JOD,Country office Support-Lo,4.56
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,ALI ALI QUI15/QUIS-Q     ,JOD,Country office Support-Lo,0.12
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,QUI QUI NOS15/NOST-N     ,JOD,Country office Support-Lo,8.90
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,EXC EXC EAD15/Commodoa-E ,JOD,Country office Support-Lo,0.12
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,COM COM COM15/CONSEQ-C   ,JOD,Country office Support-Lo,0.12
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,CO151001/1507  ,NIS NIS NIS15/ALIQUI-A   ,JOD,Country office Support-Lo,8.90
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,LABO LAB NIS15/NISIE-N   ,JOD,Country office Support-Lo,7.89
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,DOIN EIU EIU15/TEMPO-E   ,JOD,Country office Support-Lo,1.23
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,AMET AME AME15/CONS-Co-C ,JOD,Country office Support-Lo,0.12
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,SEDT SED SED15/DOINC-D   ,JOD,Country office Support-Lo,7.89
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,AUTE AUT IRU15/IRUR-IR   ,JOD,Country office Support-Lo,1.23
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,EXCO EXC EXC15/EADUI-E   ,JOD,Country office Support-Lo,5.67
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,ALIQ ALI ALI15/EXCONS-E  ,JOD,Country office Support-Lo,7.89
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,ELIT ELI ELI15/SEDTE-S   ,JOD,Country office Support-Lo,7.89
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,ADIP ADI ELI15/Sedte-E   ,JOD,Country office Support-Lo,0.12
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,NISI NIS NIS15/AL'AL-A   ,JOD,Country office Support-Lo,7.89
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,NOST NOS NOS15/EXERCIT-E ,JOD,Country office Support-Lo,0.12
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,CONS CON CON15/DUISL-D   ,JOD,Country office Support-Lo,0.12
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,ULLA ULL ULL15/LAB-LA    ,JOD,Country office Support-Lo,1.23
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,AUTE AUT IRU15/Irur-I    ,JOD,Country office Support-Lo,2.34
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,QUIS NOS NOS15/EXER-N    ,JOD,Country office Support-Lo,0.12
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,DOLO DOL DOL15/AMET-A    ,JOD,Country office Support-Lo,0.12
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,QUIS QUI NOS15/EXERCI-N  ,JOD,Country office Support-Lo,0.12
2015-05-11,7WX,AB234,CD01,71100,XYZ            ,WXYZ,AL151002/1507  ,IRUR IRU IRU15/LOREMA-L  ,JOD,Country office Support-Lo,0.12
2015-05-11,7WX,AB234,CD01,7135SS,XYZ            ,WXYZ,C. DUISLO DUI15,ETALI-L-E.E13.25%DOL15   ,JOD,Country office Support-Lo,8.90
2015-05-11,7WX,AB234,CD01,7135SS,XYZ            ,WXYZ,C. DUISLO DUI15,ETALI-L-E.E13.25%DOL15   ,JOD,Country office Support-Lo,78.90
2015-05-11,7WX,AB234,CD01,7135SS,XYZ            ,WXYZ,C. DUISLO DUI15,UTDOL-U-U.U13.25%ETA15   ,JOD,Country office Support-Lo,3.45
2015-05-11,7WX,AB234,CD01,7135SS,XYZ            ,WXYZ,C. DUISLO DUI15,UTDOL-U-U.U13.25%ETA15   ,JOD,Country office Support-Lo,1.23
2015-05-11,7WX,AB234,CD01,7135SS,XYZ            ,WXYZ,C. DUISLO DUI15,EADU-EA-E-E.C13.25%CON15 ,JOD,Country office Support-Lo,12.3
2015-05-11,7WX,AB234,CD01,7135SS,XYZ            ,WXYZ,C. DUISLO DUI15,EADU-EA-E-E.C13.25%CON15 ,JOD,Country office Support-Lo,90.12
2015-05-11,7WX,AB234,CD01,7135SS,XYZ            ,WXYZ,C. DUISLO DUI15,AUTEI-A-A.A13.25%LOR15   ,JOD,Country office Support-Lo,1.23
2015-05-11,7WX,AB234,CD01,7135SS,XYZ            ,WXYZ,C. DUISLO DUI15,AUTEI-A-A.A13.25%LOR15   ,JOD,Country office Support-Lo,2.34
2015-05-11,7WX,AB234,CD01,7135SS,XYZ            ,WXYZ,C. DUISLO DUI15,LABO-LA-L.L13.25%NIS15   ,JOD,Country office Support-Lo,2.34
2015-05-11,7WX,AB234,CD01,7135SS,XYZ            ,WXYZ,C. DUISLO DUI15,LABO-LA-L.L13.25%NIS15   ,JOD,Country office Support-Lo,5.67
